target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN10221393	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1316	NA	3	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	2	0	0	NA	NA	1	1	NA	3	NA	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	2	1	2	0	FALSE
SAMN10221397	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	E	8619	NA	7	Yes	2017	1	3	95.567	99.753	0.0833333333333333	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	2	1	0	NA	1	NA	1	3	NA	NA	12	NA	NA	NA	NA	1	NA	1	1	NA	NA	6	NA	NA	NA	1	1	8	1	TRUE
SAMN10221396	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	8194	NA	0	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN10221008	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	2	No	2017	1	32	99.146	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	3	2	TRUE
SAMN10221010	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	3	Yes	2017	2	36	98.987	100	1	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	2	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN10221011	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	8611	NA	3	No	2017	1	13	98.347	99.753	0.361111111111111	[5,30)	10	1	0	10	[5,23)	FALSE	9	9	FALSE	6	6	3	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	1	0	0	0	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	0	7	2	TRUE
SAMN10221092	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1159	NA	2	No	2017	1	34	98.563	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	2	10	NA	6	NA	NA	NA	NA	1	NA	NA	1	10	NA	6	NA	NA	NA	0	1	4	3	TRUE
SAMN10221093	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	2678	NA	8	Yes	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	3	3	1	0	NA	NA	1	1	2	12	NA	7	1	2	NA	NA	NA	1	1	1	10	NA	7	1	1	NA	3	2	10	1	TRUE
SAMN10221090	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	5	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	2	1	0	NA	NA	2	2	2	12	NA	6	NA	NA	NA	NA	NA	1	1	1	10	NA	5	NA	NA	NA	2	1	4	0	FALSE
SAMN10221088	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	201	ST469 Cplx	2	Yes	2017	1	32	99.0815	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10221463	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	5	Yes	2017	1	32	99.306	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	NA	1	NA	2	1	11	15	1	1	NA	NA	NA	1	NA	1	1	10	15	1	1	NA	NA	2	2	6	2	TRUE
SAMN10221462	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	176	NA	4	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	2	1	0	NA	NA	NA	1	2	NA	NA	8	1	18	NA	NA	NA	NA	1	1	NA	NA	6	1	18	NA	2	2	3	0	FALSE
SAMN10221459	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	5	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	11	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	111	2	TRUE
SAMN10221467	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	5378	NA	4	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	2	1	0	NA	NA	NA	1	1	NA	NA	7	1	NA	NA	NA	NA	NA	1	1	NA	NA	6	1	NA	NA	2	1	3	0	FALSE
SAMN10221466	2017-01-01	39.784	-100.446	Swine	Food	Swine	D	362	NA	1	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	FALSE
SAMN10221670	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	8620	NA	0	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN10221444	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1434	ST10 Cplx	6	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	2	0	0	NA	NA	NA	1	NA	NA	NA	2	4	NA	NA	NA	NA	NA	1	NA	NA	NA	2	1	NA	NA	2	1	10	1	TRUE
SAMN10221445	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	399	ST399 Cplx	4	No	2017	1	33	99.091	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	3	2	10	NA	8	1	NA	NA	NA	1	NA	1	1	10	NA	7	1	NA	NA	2	1	4	1	TRUE
SAMN10221442	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	6032	NA	2	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	12	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10221440	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	4	Yes	2017	2	38	98.2325	100	1.05555555555556	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	3	12	NA	12	NA	NA	NA	NA	1	NA	1	1	10	NA	8	NA	NA	NA	1	1	4	2	TRUE
SAMN10221441	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	117	NA	6	No	2017	2	37	98.63	100	1.02777777777778	[30,40)	35	1	0	35	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	NA	1	NA	1	1	11	15	1	1	NA	NA	NA	1	NA	1	1	10	15	1	1	NA	NA	2	2	8	2	TRUE
SAMN10221439	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	607	NA	0	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN10221446	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1844	NA	6	Yes	2017	1	35	98.864	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	1	1	NA	NA	2	10	NA	4	NA	NA	NA	1	1	NA	NA	1	10	NA	4	NA	NA	NA	1	1	6	3	TRUE
SAMN10221447	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	C	23	ST23 Cplx	6	Yes	2017	2	38	98.3695	100	1.05555555555556	[30,40)	35	1	3	32	[23,36)	FALSE	21	23	FALSE	19	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	1	NA	3	1	12	15	4	NA	NA	NA	NA	1	NA	1	1	10	15	3	NA	NA	NA	1	2	6	3	TRUE
SAMN10220958	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	No	2017	1	12	99.092	100	0.333333333333333	[5,30)	13	1	0	13	[5,23)	FALSE	10	10	FALSE	7	7	4	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	1	1	0	NA	1	NA	NA	1	6	NA	5	NA	NA	NA	NA	1	NA	NA	1	4	NA	5	NA	NA	NA	0	1	6	2	TRUE
SAMN10220959	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	117	NA	5	No	2017	2	37	98.63	100	1.02777777777778	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	1	11	NA	1	1	NA	NA	NA	1	NA	1	1	10	NA	1	1	NA	NA	2	1	5	2	TRUE
SAMN10220963	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	540	NA	7	Yes	2017	1	32	98.847	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	NA	1	NA	1	2	10	15	7	2	NA	NA	NA	1	NA	1	1	10	15	6	1	NA	NA	2	2	11	2	TRUE
SAMN10220964	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	8616	NA	7	Yes	2017	2	33	98.63	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	NA	1	1	1	2	22	15	1	NA	NA	NA	NA	1	1	1	1	12	15	1	NA	NA	NA	2	2	6	2	TRUE
SAMN10220966	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	101	ST101 Cplx	4	Yes	2017	1	3	97.449	96.552	0.0833333333333333	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	3	1	1	0	NA	NA	NA	1	1	1	15	6	NA	NA	NA	NA	NA	NA	1	1	1	15	6	NA	NA	NA	1	2	4	2	TRUE
SAMN10221615	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	D	69	ST69 Cplx	2	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN10221613	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1611	NA	3	Yes	2017	28	72	99.048	97.235	2	[40,110]	48	1	17	31	[36,84]	FALSE	21	31	FALSE	19	27	12	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	1	1	0	NA	3	NA	NA	4	17	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	4	3	TRUE
SAMN10221612	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	5378	NA	4	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	2	1	0	NA	NA	NA	1	1	NA	NA	7	1	NA	NA	NA	NA	NA	1	1	NA	NA	6	1	NA	NA	2	1	3	0	FALSE
SAMN10221611	2017-01-01	39.784	-100.446	Swine	Food	Swine	D	362	NA	1	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	FALSE
SAMN10221610	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	8613	NA	0	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN10221608	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	5	Yes	2017	1	32	99.306	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	NA	1	NA	1	1	11	15	1	1	NA	NA	NA	1	NA	1	1	10	15	1	1	NA	NA	2	2	6	2	TRUE
SAMN10221410	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	2787	NA	4	No	2017	1	32	99.155	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	12	NA	NA	NA	NA	NA	1	NA	1	1	10	12	NA	NA	NA	NA	1	1	4	2	TRUE
SAMN10221536	2017-01-01	39.784	-100.446	Swine	Food	Swine	F	8614	NA	5	Yes	2017	2	33	98.795	100	0.916666666666667	[30,40)	33	1	1	32	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	11	NA	NA	2	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	5	2	TRUE
SAMN10221537	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	399	ST399 Cplx	6	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	1	0	NA	NA	NA	NA	1	NA	NA	8	1	NA	NA	NA	NA	NA	NA	1	NA	NA	6	1	NA	NA	1	1	6	2	TRUE
SAMN10221413	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	58	ST155 Cplx	7	Yes	2017	1	33	99.24	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	NA	1	1	11	NA	NA	2	NA	NA	NA	1	NA	1	1	10	NA	NA	1	NA	NA	2	0	5	2	TRUE
SAMN10221258	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	162	ST469 Cplx	2	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10221261	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	2	No	2017	2	37	99.248	100	1.02777777777778	[30,40)	35	1	1	34	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	11	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	3	2	TRUE
SAMN10221260	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	5	39	98.113	100	1.08333333333333	[30,40)	38	1	6	32	[36,84]	TRUE	23	27	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	14	NA	1	NA	NA	NA	NA	1	NA	1	1	10	NA	1	NA	NA	NA	1	1	6	3	TRUE
SAMN10221263	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	295	ST23 Cplx	3	Yes	2017	1	10	97.3175	100	0.277777777777778	[5,30)	11	1	0	11	[5,23)	FALSE	6	6	FALSE	6	6	2	FALSE	1	FALSE	FALSE	FALSE	mob	mob	incomplete	2	2	0	0	NA	1	1	NA	NA	5	NA	1	NA	NA	NA	NA	1	1	NA	NA	4	NA	1	NA	NA	NA	1	1	4	3	TRUE
SAMN10221016	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	2175	NA	2	Yes	2017	2	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN10221528	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	2	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	2	0	0	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	2	2	3	0	FALSE
SAMN10221017	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	10	ST10 Cplx	5	Yes	2017	1	35	98.817	100	0.972222222222222	[30,40)	32	1	0	32	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	1	1	NA	1	2	12	15	3	NA	NA	NA	1	1	NA	1	1	10	15	3	NA	NA	NA	2	2	6	3	TRUE
SAMN10221529	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	4	No	2017	1	33	99.127	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	12	NA	2	NA	NA	NA	NA	1	NA	1	1	10	NA	2	NA	NA	NA	1	1	5	3	TRUE
SAMN10221239	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	2	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10221240	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1656	NA	3	No	2017	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	11	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	3	3	TRUE
SAMN10221243	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	8615	NA	4	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	4	3	TRUE
SAMN10221244	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	453	ST86 Cplx	3	Yes	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	6	0	FALSE
SAMN10221246	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	607	NA	2	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	TRUE
SAMN10221247	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	1	No	2017	1	21	98.496	100	0.583333333333333	[5,30)	17	1	0	17	[5,23)	FALSE	13	13	FALSE	11	11	6	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	1	0	1	0	NA	NA	NA	NA	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10220972	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1434	ST10 Cplx	4	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	1	0	NA	NA	NA	NA	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	1	NA	NA	6	1	NA	NA	1	1	3	1	TRUE
SAMN10220973	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	117	NA	4	Yes	2017	2	34	99.0845	100	0.944444444444444	[30,40)	33	1	1	32	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	13	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	8	2	TRUE
SAMN10220974	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	C	652	ST23 Cplx	4	No	2017	1	35	98.864	100	0.972222222222222	[30,40)	35	1	1	34	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	6	3	TRUE
SAMN10220969	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	2531	ST399 Cplx	4	No	2017	1	33	99.127	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	1	1	3	11	NA	12	NA	NA	NA	NA	1	1	1	1	10	NA	6	NA	NA	NA	2	1	3	1	TRUE
SAMN10220970	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1122	NA	3	No	2017	2	32	98.83	100	0.888888888888889	[30,40)	27	1	0	27	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	4	2	TRUE
SAMN10220971	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	8	No	2017	2	32	99.0635	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	3	1	0	NA	1	NA	1	1	10	NA	3	2	NA	NA	NA	1	NA	1	1	10	NA	2	1	NA	NA	2	1	8	3	TRUE
