new_protein_ids	accession_id	protein_id	gene	seq_len	protein_des	ReplacedBy	Organism_old	Title_old	SubType	SubName	Organism_new	Title_new	Status	gene_name	Plasmid	GenBank.Number	Host	Protein	query_protein_len
WP_001346259.1	NC_025141	YP_009068640.1	traq	237	IncF plasmid conjugative transfer protein TraQ	WP_001346259.1	NA	IncF plasmid conjugative transfer protein TraQ (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin chaperone TraQ [Enterobacteriaceae]	NA	traq	pH1038-142	NC_025141	Escherichia coli	TraQ	78
WP_000628099.1	NC_025141	YP_009068645.1	tras	510	IncF plasmid conjugative transfer surface exclusion protein TraS	WP_000628099.1	NA	IncF plasmid conjugative transfer surface exclusion protein TraS (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Gammaproteobacteria	MULTISPECIES: conjugal transfer entry exclusion protein TraS [Gammaproteobacteria]	NA	tras	pH1038-142	NC_025141	Escherichia coli	TraS	169
WP_001203746.1	NC_025141	YP_009068631.1	traw	633	IncF plasmid conjugative transfer pilus assembly protein TraW	WP_001203746.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraW (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacteriaceae]	NA	traw	pH1038-142	NC_025141	Escherichia coli	TraW	210
WP_001287893.1	NC_025141	YP_009068639.1	trba	348	IncF plasmid conjugative transfer protein TrbA	WP_001287893.1	NA	IncF plasmid conjugative transfer protein TrbA (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbA [Enterobacteriaceae]	NA	trba	pH1038-142	NC_025141	Escherichia coli	TrbA	115
WP_001393060.1	NC_025141	YP_009068630.1	trbi	306	IncF plasmid conjugative transfer protein TrbI	WP_001393060.1	NA	IncF plasmid conjugative transfer protein TrbI (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TrbI [Enterobacteriaceae]	NA	trbi	pH1038-142	NC_025141	Escherichia coli	TrbI	101
WP_001244890.1	NC_025141	YP_009068642.1	trbj	303	IncF plasmid conjugative transfer protein TrbJ	WP_001244890.1	NA	IncF plasmid conjugative transfer protein TrbJ (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Escherichia coli	P-type conjugative transfer protein TrbJ [Escherichia coli]	NA	trbj	pH1038-142	NC_025141	Escherichia coli	TrbJ	100
WP_004152380.1	NC_025167	YP_009070318.1	fino	594	FinO	WP_004152380.1	NA	FinO (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: fertility inhibition protein FinO [Enterobacterales]	NA	fino	NA	NA	NA	NA	197
WP_004152496.1	NC_025167	YP_009070285.1	traa	369	TraA	WP_004152496.1	NA	TraA (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type IV conjugative transfer system pilin TraA [Enterobacterales]	NA	traa	pKpQIL-Ec	NC_025167	Escherichia coli	TraA	122
WP_004155033.1	NC_025167	YP_009070289.1	trab	1425	TraB	WP_004155033.1	NA	TraB (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Enterobacterales]	NA	trab	pKpQIL-Ec	NC_025167	Escherichia coli	TraB	474
WP_004152505.1	NC_025167	YP_009070296.1	trac	2640	TraC	WP_004152505.1	NA	TraC (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type IV secretion system protein TraC [Enterobacterales]	NA	trac	pKpQIL-Ec	NC_025167	Escherichia coli	TraC	879
WP_004152620.1	NC_025167	YP_009070315.1	trad	2313	TraD	WP_004152620.1	NA	TraD (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	pKpQIL-Ec	NC_025167	Escherichia coli	TraD	770
WP_004144423.1	NC_025167	YP_009070287.1	trae	567	TraE	WP_004144423.1	NA	TraE (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type IV conjugative transfer system protein TraE [Enterobacterales]	NA	trae	pKpQIL-Ec	NC_025167	Escherichia coli	TraE	188
WP_004152677.1	NC_025167	YP_009070306.1	traf	753	TraF	WP_004152677.1	NA	TraF (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TraF [Enterobacterales]	NA	traf	pKpQIL-Ec	NC_025167	Escherichia coli	TraF	250
WP_004152624.1	NC_025167	YP_009070311.1	trag	2850	TraG	WP_004152624.1	NA	TraG (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: conjugal transfer mating-pair stabilization protein TraG [Enterobacterales]	NA	trag	pKpQIL-Ec	NC_025167	Escherichia coli	TraG	949
WP_020318624.1	NC_025167	YP_009070310.1	trah	1368	TraH	WP_020318624.1	NA	TraH (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: conjugal transfer pilus assembly protein TraH [Enterobacterales]	suppressed	trah	pKpQIL-Ec	NC_025167	Escherichia coli	TraH	455
WP_004153015.1	NC_025167	YP_009070316.1	trai	5262	TraI	WP_004153015.1	NA	TraI (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacteriaceae	MULTISPECIES: conjugative transfer relaxase/helicase TraI [Enterobacteriaceae]	NA	trai	pKpQIL-Ec	NC_025167	Escherichia coli	TraI	1753
WP_015060018.1	NC_025167	YP_009070283.1	traj	747	TraJ	WP_015060018.1	NA	TraJ (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacteriaceae	MULTISPECIES: transcriptional regulator TraJ family protein [Enterobacteriaceae]	suppressed	traj	pKpQIL-Ec	NC_025167	Escherichia coli	TraJ	248
WP_004152497.1	NC_025167	YP_009070288.1	trak	741	TraK	WP_004152497.1	NA	TraK (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system secretin TraK [Enterobacterales]	NA	trak	pKpQIL-Ec	NC_025167	Escherichia coli	TraK	246
WP_004144424.1	NC_025167	YP_009070286.1	tral	306	TraL	WP_004144424.1	NA	TraL (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type IV conjugative transfer system protein TraL [Enterobacterales]	NA	tral	pKpQIL-Ec	NC_025167	Escherichia coli	TraL	101
WP_004152493.1	NC_025167	YP_009070282.1	tram	399	TraM	WP_004152493.1	NA	TraM (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: conjugal transfer relaxosome DNA-binding protein TraM [Enterobacterales]	NA	tram	pKpQIL-Ec	NC_025167	Escherichia coli	TraM	132
WP_004152673.1	NC_025167	YP_009070302.1	tran	1956	TraN	WP_004152673.1	NA	TraN (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacterales]	NA	tran	pKpQIL-Ec	NC_025167	Escherichia coli	TraN	651
WP_004144400.1	NC_025167	YP_009070307.1	traq	240	TraQ	WP_004144400.1	NA	TraQ (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Gammaproteobacteria	MULTISPECIES: type-F conjugative transfer system pilin chaperone TraQ [Gammaproteobacteria]	NA	traq	pKpQIL-Ec	NC_025167	Escherichia coli	TraQ	79
WP_032072751.1	NC_025167	YP_009070312.1	tras	549	TraS	WP_032072751.1	NA	TraS (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Escherichia coli	conjugal transfer entry exclusion protein TraS [Escherichia coli]	NA	tras	pKpQIL-Ec	NC_025167	Escherichia coli	TraS	182
WP_004152622.1	NC_025167	YP_009070313.1	trat	732	TraT	WP_004152622.1	NA	TraT (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: conjugal transfer complement resistance protein TraT [Enterobacterales]	NA	trat	pKpQIL-Ec	NC_025167	Escherichia coli	TraT	243
WP_011977785.1	NC_025167	YP_009070300.1	trau	990	TraU	WP_011977785.1	NA	TraU (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: conjugal transfer pilus assembly protein TraU [Enterobacterales]	NA	trau	pKpQIL-Ec	NC_025167	Escherichia coli	TraU	329
WP_004153077.1	NC_025167	YP_009070290.1	trav	573	TraV	WP_004153077.1	NA	TraV (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Klebsiella pneumoniae	type IV conjugative transfer system lipoprotein TraV [Klebsiella pneumoniae]	NA	trav	pKpQIL-Ec	NC_025167	Escherichia coli	TraV	190
WP_004152507.1	NC_025167	YP_009070298.1	traw	627	TraW	WP_004152507.1	NA	TraW (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacterales]	NA	traw	pKpQIL-Ec	NC_025167	Escherichia coli	TraW	208
WP_004152379.1	NC_025167	YP_009070317.1	trax	726	TraX	WP_004152379.1	NA	TraX (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system pilin acetylase TraX [Enterobacterales]	NA	trax	pKpQIL-Ec	NC_025167	Escherichia coli	TraX	241
WP_004152678.1	NC_025167	YP_009070308.1	trbb	558	TrbB	WP_004152678.1	NA	TrbB (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB [Enterobacterales]	NA	trbb	pKpQIL-Ec	NC_025167	Escherichia coli	TrbB	185
WP_004152672.1	NC_025167	YP_009070301.1	trbc	639	TrbC	WP_004152672.1	NA	TrbC (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TrbC [Enterobacteriaceae]	NA	trbc	pKpQIL-Ec	NC_025167	Escherichia coli	TrbC	212
WP_004152674.1	NC_025167	YP_009070303.1	trbe	255	TrbE	WP_004152674.1	NA	TrbE (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Gammaproteobacteria	MULTISPECIES: conjugal transfer protein TrbE [Gammaproteobacteria]	NA	trbe	pKpQIL-Ec	NC_025167	Escherichia coli	TrbE	84
WP_004152679.1	NC_025167	YP_009070309.1	trbf	444	TrbF	WP_004152679.1	NA	TrbF (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Enterobacterales	MULTISPECIES: F-type conjugal transfer protein TrbF [Enterobacterales]	NA	trbf	pKpQIL-Ec	NC_025167	Escherichia coli	TrbF	147
WP_032072752.1	NC_025167	YP_009070297.1	trbi	393	TrbI	WP_032072752.1	NA	TrbI (plasmid) [Escherichia coli]	clone|plasmid|country|strain	ST131|pKpQIL-Ec|USA|BK28960	Escherichia coli	type-F conjugative transfer system protein TrbI [Escherichia coli]	suppressed	trbi	pKpQIL-Ec	NC_025167	Escherichia coli	TrbI	130
WP_032072783.1	NC_025175	YP_009070610.1	trbd	192	IncF plasmid conjugative transfer protein TrbD	WP_032072783.1	NA	IncF plasmid conjugative transfer protein TrbD (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2332-166|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2332|Homo sapiens|UCD-CFS H-2332	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbD [Enterobacteriaceae]	NA	trbd	pH2332-166	NC_025175	Escherichia coli	TrbD	63
WP_024242794.1	NC_025175	YP_009070592.1	trbf	306	IncF plasmid conjugative transfer protein TrbF	WP_024242794.1	NA	IncF plasmid conjugative transfer protein TrbF (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2332-166|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2332|Homo sapiens|UCD-CFS H-2332	Escherichia	MULTISPECIES: F-type conjugal transfer protein TrbF [Escherichia]	suppressed	trbf	NA	NA	NA	NA	101
WP_016239104.1	NC_025177	YP_009070967.1	traa	360	IncF plasmid conjugative transfer pilin protein TraA	WP_016239104.1	NA	IncF plasmid conjugative transfer pilin protein TraA (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system pilin TraA [Enterobacteriaceae]	NA	traa	pH1519-76	NC_025177	Escherichia coli	TraA	119
WP_001673169.1	NC_025177	YP_009070971.1	trab	1452	IncF plasmid conjugative transfer pilus assembly protein TraB	WP_001673169.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraB (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Enterobacteriaceae]	NA	trab	pH1519-76	NC_025177	Escherichia coli	TraB	483
WP_001526033.1	NC_025177	YP_009070984.1	trac	2631	IncF plasmid conjugative transfer pilus assembly protein TraC	WP_001526033.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraC (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: type IV secretion system protein TraC [Enterobacteriaceae]	NA	trac	pH1519-76	NC_025177	Escherichia coli	TraC	876
WP_032072830.1	NC_025177	YP_009071010.1	trad	2235	IncF plasmid conjugative transfer protein TraD	WP_032072830.1	NA	IncF plasmid conjugative transfer protein TraD (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	pH1519-76	NC_025177	Escherichia coli	TraD	744
WP_016239103.1	NC_025177	YP_009070969.1	trae	567	IncF plasmid conjugative transfer pilus assembly protein TraE	WP_016239103.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraE (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system protein TraE [Enterobacteriaceae]	NA	trae	pH1519-76	NC_025177	Escherichia coli	TraE	188
WP_023908339.1	NC_025177	YP_009071006.1	trag	2826	IncF plasmid conjugative transfer protein TraG	WP_023908339.1	NA	IncF plasmid conjugative transfer protein TraG (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: conjugal transfer mating-pair stabilization protein TraG [Enterobacteriaceae]	NA	trag	pH1519-76	NC_025177	Escherichia coli	TraG	941
WP_001526028.1	NC_025177	YP_009071005.1	trah	1374	IncF plasmid conjugative transfer pilus assembly protein TraH	WP_001526028.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraH (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Escherichia coli	conjugal transfer pilus assembly protein TraH [Escherichia coli]	NA	trah	pH1519-76	NC_025177	Escherichia coli	TraH	457
WP_023908342.1	NC_025177	YP_009070996.1	tran	1851	IncF plasmid conjugative transfer protein TraN	WP_023908342.1	NA	IncF plasmid conjugative transfer protein TraN (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Escherichia coli	type-F conjugative transfer system mating-pair stabilization protein TraN [Escherichia coli]	NA	tran	pH1519-76	NC_025177	Escherichia coli	TraN	616
WP_001526038.1	NC_025177	YP_009070972.1	trap	567	IncF plasmid conjugative transfer protein TraP	WP_001526038.1	NA	IncF plasmid conjugative transfer protein TraP (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Enterobacteriaceae]	NA	trap	pH1519-76	NC_025177	Escherichia coli	TraP	188
WP_032072825.1	NC_025177	YP_009070975.1	trav	516	IncF plasmid conjugative transfer pilus assembly protein TraV	WP_032072825.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraV (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Escherichia coli	type IV conjugative transfer system lipoprotein TraV [Escherichia coli]	suppressed	trav	pH1519-76	NC_025177	Escherichia coli	TraV	171
WP_001526032.1	NC_025177	YP_009070986.1	traw	633	IncF plasmid conjugative transfer pilus assembly protein TraW	WP_001526032.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraW (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacteriaceae]	NA	traw	pH1519-76	NC_025177	Escherichia coli	TraW	210
WP_000205712.1	NC_025177	YP_009071012.1	trax	747	IncF plasmid conjugative transfer pilin acetylase TraX	WP_000205712.1	NA	IncF plasmid conjugative transfer pilin acetylase TraX (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1519-76|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1519|Homo sapiens|UCD-CFS H-1519	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus acetylase TraX [Enterobacteriaceae]	NA	trax	pH1519-76	NC_025177	Escherichia coli	TraX	248
