genome	n_genes	n_distinct_genes	conj_category	type
SAMN10221248	19	10	MPF_type	MPF_F
SAMN10221248	1	1	MPF_type	MPF_T
SAMN10221253	1	1	MPF_type	MPF_F
SAMN10221253	1	1	MPF_type	MPF_T
SAMN10221254	1	1	relaxase_type	MOBF
SAMN10221254	1	1	relaxase_type	MOBP1
SAMN10221254	2	1	virb4	virb4
SAMN10221254	12	10	MPF_type	MPF_F
SAMN10221254	6	6	MPF_type	MPF_T
SAMN10221258	1	1	relaxase_type	MOBF
SAMN10221258	1	1	virb4	virb4
SAMN10221258	11	10	MPF_type	MPF_F
SAMN10221260	1	1	relaxase_type	MOBF
SAMN10221260	1	1	relaxase_type	MOBP1
SAMN10221260	1	1	virb4	virb4
SAMN10221260	14	10	MPF_type	MPF_F
SAMN10221260	1	1	MPF_type	MPF_T
SAMN10221261	1	1	relaxase_type	MOBF
SAMN10221261	1	1	virb4	virb4
SAMN10221261	11	10	MPF_type	MPF_F
SAMN10221261	1	1	MPF_type	MPF_T
SAMN10221263	1	1	relaxase_type	MOBF
SAMN10221263	1	1	relaxase_type	MOBH
SAMN10221263	5	4	MPF_type	MPF_F
SAMN10221263	1	1	MPF_type	MPF_T
SAMN10221265	1	1	relaxase_type	MOBF
SAMN10221265	2	1	virb4	virb4
SAMN10221265	11	10	MPF_type	MPF_F
SAMN10221265	18	18	MPF_type	MPF_G
SAMN10221265	1	1	MPF_type	MPF_T
SAMN10221280	1	1	relaxase_type	MOBH
SAMN10221280	1	1	relaxase_type	MOBP1
SAMN10221280	1	1	virb4	virb4
SAMN10221280	5	3	MPF_type	MPF_F
SAMN10221280	11	11	MPF_type	MPF_G
SAMN10221280	16	15	MPF_type	MPF_I
SAMN10221280	2	2	MPF_type	MPF_T
SAMN10221282	1	1	relaxase_type	MOBF
SAMN10221282	1	1	relaxase_type	MOBQ
SAMN10221282	1	1	virb4	virb4
SAMN10221282	10	10	MPF_type	MPF_F
SAMN10221282	1	1	MPF_type	MPF_T
SAMN10221284	1	1	relaxase_type	MOBF
SAMN10221284	1	1	virb4	virb4
SAMN10221284	10	10	MPF_type	MPF_F
SAMN10221286	3	1	relaxase_type	MOBF
SAMN10221286	2	1	relaxase_type	MOBQ
SAMN10221286	2	1	virb4	virb4
SAMN10221286	24	11	MPF_type	MPF_F
SAMN10221286	6	6	MPF_type	MPF_T
SAMN10221287	2	1	relaxase_type	MOBF
SAMN10221287	1	1	relaxase_type	MOBP1
SAMN10221287	1	1	relaxase_type	MOBQ
SAMN10221287	2	1	virb4	virb4
SAMN10221287	23	11	MPF_type	MPF_F
SAMN10221287	2	1	MPF_type	MPF_T
SAMN10221291	1	1	relaxase_type	MOBH
SAMN10221291	1	1	relaxase_type	MOBP1
SAMN10221291	1	1	MPF_type	MPF_T
SAMN10221292	1	1	relaxase_type	MOBH
SAMN10221292	3	1	relaxase_type	MOBP1
SAMN10221292	2	1	relaxase_type	MOBQ
SAMN10221292	1	1	virb4	virb4
SAMN10221292	5	1	MPF_type	MPF_F
SAMN10221292	24	18	MPF_type	MPF_G
SAMN10221292	15	15	MPF_type	MPF_I
SAMN10221292	2	2	MPF_type	MPF_T
SAMN10221296	1	1	relaxase_type	MOBP1
SAMN10221296	1	1	relaxase_type	MOBQ
SAMN10221296	2	1	MPF_type	MPF_F
SAMN10221296	1	1	MPF_type	MPF_T
SAMN10221297	3	1	relaxase_type	MOBP1
SAMN10221297	2	1	relaxase_type	MOBQ
SAMN10221297	1	1	virb4	virb4
SAMN10221297	4	1	MPF_type	MPF_F
SAMN10221297	29	17	MPF_type	MPF_G
SAMN10221297	15	15	MPF_type	MPF_I
SAMN10221297	2	2	MPF_type	MPF_T
SAMN10221316	2	1	relaxase_type	MOBF
SAMN10221316	2	1	virb4	virb4
SAMN10221316	20	10	MPF_type	MPF_F
SAMN10221317	1	1	relaxase_type	MOBF
SAMN10221317	1	1	virb4	virb4
SAMN10221317	12	10	MPF_type	MPF_F
SAMN10221318	1	1	relaxase_type	MOBF
SAMN10221318	2	1	virb4	virb4
SAMN10221318	11	10	MPF_type	MPF_F
SAMN10221318	6	6	MPF_type	MPF_T
SAMN10221319	1	1	relaxase_type	MOBF
SAMN10221319	1	1	relaxase_type	MOBP1
SAMN10221319	2	1	virb4	virb4
SAMN10221319	10	10	MPF_type	MPF_F
SAMN10221319	7	6	MPF_type	MPF_T
SAMN10221321	1	1	relaxase_type	MOBF
SAMN10221321	1	1	relaxase_type	MOBH
SAMN10221321	1	1	relaxase_type	MOBP1
SAMN10221321	1	1	relaxase_type	MOBQ
SAMN10221321	1	1	virb4	virb4
SAMN10221321	10	10	MPF_type	MPF_F
SAMN10221321	2	2	MPF_type	MPF_T
SAMN10221323	1	1	relaxase_type	MOBF
SAMN10221323	1	1	virb4	virb4
SAMN10221323	10	10	MPF_type	MPF_F
SAMN10221323	2	2	MPF_type	MPF_T
SAMN10221325	1	1	relaxase_type	MOBF
SAMN10221325	1	1	relaxase_type	MOBP1
SAMN10221325	1	1	relaxase_type	MOBQ
SAMN10221325	2	1	virb4	virb4
SAMN10221325	11	10	MPF_type	MPF_F
SAMN10221325	6	6	MPF_type	MPF_T
SAMN10221327	2	1	relaxase_type	MOBQ
SAMN10221328	1	1	relaxase_type	MOBP1
SAMN10221329	1	1	relaxase_type	MOBF
SAMN10221329	1	1	virb4	virb4
SAMN10221329	11	10	MPF_type	MPF_F
SAMN10221337	1	1	relaxase_type	MOBF
SAMN10221337	1	1	relaxase_type	MOBP1
SAMN10221337	3	1	relaxase_type	MOBQ
SAMN10221337	1	1	virb4	virb4
SAMN10221337	11	10	MPF_type	MPF_F
SAMN10221337	15	15	MPF_type	MPF_I
SAMN10221337	2	2	MPF_type	MPF_T
SAMN10221349	1	1	relaxase_type	MOBF
SAMN10221349	1	1	relaxase_type	MOBQ
SAMN10221349	3	1	virb4	virb4
SAMN10221349	11	10	MPF_type	MPF_F
SAMN10221349	36	18	MPF_type	MPF_G
SAMN10221349	1	1	MPF_type	MPF_I
SAMN10221349	2	1	MPF_type	MPF_T
SAMN10221356	1	1	relaxase_type	MOBF
SAMN10221356	1	1	virb4	virb4
SAMN10221356	13	10	MPF_type	MPF_F
SAMN10221357	1	1	relaxase_type	MOBH
SAMN10221357	1	1	relaxase_type	MOBP1
SAMN10221357	1	1	relaxase_type	MOBQ
SAMN10221357	2	1	virb4	virb4
SAMN10221357	11	9	MPF_type	MPF_F
SAMN10221357	8	7	MPF_type	MPF_T
SAMN10221358	1	1	relaxase_type	MOBF
SAMN10221358	1	1	relaxase_type	MOBP1
SAMN10221358	1	1	virb4	virb4
SAMN10221358	11	10	MPF_type	MPF_F
SAMN10221361	1	1	relaxase_type	MOBF
SAMN10221361	1	1	virb4	virb4
SAMN10221361	10	10	MPF_type	MPF_F
SAMN10221363	2	1	relaxase_type	MOBF
SAMN10221363	1	1	relaxase_type	MOBH
SAMN10221363	2	1	relaxase_type	MOBP1
SAMN10221363	5	1	virb4	virb4
SAMN10221363	23	10	MPF_type	MPF_F
SAMN10221363	14	14	MPF_type	MPF_G
SAMN10221363	12	12	MPF_type	MPF_I
SAMN10221363	6	6	MPF_type	MPF_T
SAMN10221364	1	1	relaxase_type	MOBF
SAMN10221364	1	1	virb4	virb4
SAMN10221364	10	10	MPF_type	MPF_F
SAMN10221366	1	1	relaxase_type	MOBC
SAMN10221366	1	1	relaxase_type	MOBF
SAMN10221366	2	1	virb4	virb4
SAMN10221366	10	10	MPF_type	MPF_F
SAMN10221366	4	4	MPF_type	MPF_T
SAMN10221367	1	1	relaxase_type	MOBF
SAMN10221367	2	1	relaxase_type	MOBP1
SAMN10221367	2	1	virb4	virb4
SAMN10221367	10	10	MPF_type	MPF_F
SAMN10221367	6	6	MPF_type	MPF_T
SAMN10221388	1	1	relaxase_type	MOBH
SAMN10221388	3	1	MPF_type	MPF_F
SAMN10221388	1	1	MPF_type	MPF_T
SAMN10221389	1	1	relaxase_type	MOBF
SAMN10221389	1	1	relaxase_type	MOBP1
SAMN10221389	2	1	virb4	virb4
SAMN10221389	13	10	MPF_type	MPF_F
SAMN10221389	23	18	MPF_type	MPF_G
SAMN10221389	15	15	MPF_type	MPF_I
SAMN10221389	1	1	MPF_type	MPF_T
SAMN10221391	1	1	relaxase_type	MOBF
SAMN10221391	2	1	relaxase_type	MOBP1
SAMN10221391	1	1	virb4	virb4
SAMN10221391	10	10	MPF_type	MPF_F
SAMN10221393	1	1	relaxase_type	MOBH
SAMN10221393	1	1	relaxase_type	MOBP1
SAMN10221393	3	1	MPF_type	MPF_F
SAMN10221393	1	1	MPF_type	MPF_T
SAMN10221397	1	1	relaxase_type	MOBF
SAMN10221397	1	1	relaxase_type	MOBP1
SAMN10221397	3	1	virb4	virb4
SAMN10221397	12	6	MPF_type	MPF_T
SAMN10221403	1	1	relaxase_type	MOBF
SAMN10221403	2	1	virb4	virb4
SAMN10221403	21	10	MPF_type	MPF_F
SAMN10221410	1	1	relaxase_type	MOBF
SAMN10221410	2	1	relaxase_type	MOBP1
SAMN10221410	1	1	virb4	virb4
SAMN10221410	10	10	MPF_type	MPF_F
SAMN10221410	12	12	MPF_type	MPF_I
SAMN10221413	1	1	relaxase_type	MOBF
SAMN10221413	1	1	relaxase_type	MOBP1
SAMN10221413	2	1	relaxase_type	MOBQ
SAMN10221413	1	1	virb4	virb4
SAMN10221413	11	10	MPF_type	MPF_F
SAMN10221414	1	1	relaxase_type	MOBF
SAMN10221414	1	1	relaxase_type	MOBH
SAMN10221414	1	1	relaxase_type	MOBP1
SAMN10221414	1	1	virb4	virb4
SAMN10221414	6	5	MPF_type	MPF_F
SAMN10221414	18	18	MPF_type	MPF_G
SAMN10221414	16	15	MPF_type	MPF_I
SAMN10221414	2	2	MPF_type	MPF_T
SAMN10221428	1	1	relaxase_type	MOBF
SAMN10221428	1	1	relaxase_type	MOBP1
SAMN10221428	2	1	virb4	virb4
SAMN10221428	11	10	MPF_type	MPF_F
SAMN10221428	15	15	MPF_type	MPF_I
SAMN10221428	6	6	MPF_type	MPF_T
SAMN10221429	1	1	relaxase_type	MOBC
SAMN10221429	1	1	relaxase_type	MOBF
SAMN10221429	1	1	relaxase_type	MOBP1
SAMN10221429	2	1	virb4	virb4
SAMN10221429	12	10	MPF_type	MPF_F
SAMN10221429	15	15	MPF_type	MPF_I
SAMN10221429	9	6	MPF_type	MPF_T
SAMN10221431	2	1	relaxase_type	MOBH
SAMN10221431	2	1	virb4	virb4
SAMN10221431	10	9	MPF_type	MPF_F
SAMN10221431	10	8	MPF_type	MPF_T
SAMN10221432	1	1	relaxase_type	MOBP1
SAMN10221432	1	1	virb4	virb4
SAMN10221432	5	5	MPF_type	MPF_T
SAMN10221435	1	1	relaxase_type	MOBF
SAMN10221435	1	1	virb4	virb4
SAMN10221435	10	10	MPF_type	MPF_F
SAMN10221437	1	1	relaxase_type	MOBF
SAMN10221437	1	1	virb4	virb4
SAMN10221437	10	10	MPF_type	MPF_F
SAMN10221439	1	1	relaxase_type	MOBP1
SAMN10221439	2	1	MPF_type	MPF_F
SAMN10221440	1	1	relaxase_type	MOBF
SAMN10221440	1	1	relaxase_type	MOBP1
SAMN10221440	3	1	virb4	virb4
SAMN10221440	12	10	MPF_type	MPF_F
SAMN10221440	12	8	MPF_type	MPF_T
SAMN10221441	1	1	relaxase_type	MOBF
SAMN10221441	1	1	relaxase_type	MOBP1
SAMN10221441	1	1	relaxase_type	MOBQ
SAMN10221441	1	1	virb4	virb4
SAMN10221441	11	10	MPF_type	MPF_F
SAMN10221441	15	15	MPF_type	MPF_I
SAMN10221441	1	1	MPF_type	MPF_T
SAMN10221442	1	1	relaxase_type	MOBF
SAMN10221442	1	1	virb4	virb4
SAMN10221442	12	10	MPF_type	MPF_F
SAMN10221444	1	1	relaxase_type	MOBP1
SAMN10221444	4	1	relaxase_type	MOBQ
SAMN10221444	2	2	MPF_type	MPF_T
SAMN10221445	1	1	relaxase_type	MOBF
SAMN10221445	3	1	relaxase_type	MOBP1
SAMN10221445	1	1	relaxase_type	MOBQ
SAMN10221445	2	1	virb4	virb4
SAMN10221445	10	10	MPF_type	MPF_F
SAMN10221445	8	7	MPF_type	MPF_T
SAMN10221446	1	1	relaxase_type	MOBC
SAMN10221446	1	1	relaxase_type	MOBF
SAMN10221446	2	1	virb4	virb4
SAMN10221446	10	10	MPF_type	MPF_F
SAMN10221446	4	4	MPF_type	MPF_T
SAMN10221447	1	1	relaxase_type	MOBF
SAMN10221447	3	1	relaxase_type	MOBP1
SAMN10221447	1	1	virb4	virb4
SAMN10221447	12	10	MPF_type	MPF_F
SAMN10221447	15	15	MPF_type	MPF_I
SAMN10221447	4	3	MPF_type	MPF_T
SAMN10221451	1	1	relaxase_type	MOBF
SAMN10221451	2	1	relaxase_type	MOBP1
SAMN10221451	1	1	relaxase_type	MOBQ
SAMN10221451	1	1	virb4	virb4
SAMN10221451	12	10	MPF_type	MPF_F
SAMN10221451	15	15	MPF_type	MPF_I
SAMN10221452	3	1	relaxase_type	MOBF
SAMN10221452	1	1	relaxase_type	MOBQ
SAMN10221452	1	1	virb4	virb4
SAMN10221452	19	11	MPF_type	MPF_F
SAMN10221452	18	18	MPF_type	MPF_G
SAMN10221452	2	2	MPF_type	MPF_T
SAMN10221453	2	1	relaxase_type	MOBF
SAMN10221453	2	1	relaxase_type	MOBP1
SAMN10221453	2	1	virb4	virb4
SAMN10221453	22	10	MPF_type	MPF_F
SAMN10221453	3	3	MPF_type	MPF_T
SAMN10221454	1	1	relaxase_type	MOBF
SAMN10221454	1	1	relaxase_type	MOBH
SAMN10221454	1	1	relaxase_type	MOBQ
SAMN10221454	1	1	virb4	virb4
SAMN10221454	12	10	MPF_type	MPF_F
SAMN10221454	2	2	MPF_type	MPF_T
SAMN10221455	1	1	relaxase_type	MOBF
SAMN10221455	3	1	relaxase_type	MOBP1
SAMN10221455	2	1	relaxase_type	MOBQ
SAMN10221455	1	1	virb4	virb4
SAMN10221455	13	10	MPF_type	MPF_F
SAMN10221455	15	15	MPF_type	MPF_I
SAMN10221455	3	3	MPF_type	MPF_T
SAMN10221457	1	1	relaxase_type	MOBF
SAMN10221457	1	1	virb4	virb4
SAMN10221457	3	3	MPF_type	MPF_F
SAMN10221459	1	1	relaxase_type	MOBF
SAMN10221459	1	1	relaxase_type	MOBQ
SAMN10221459	1	1	virb4	virb4
SAMN10221459	11	10	MPF_type	MPF_F
SAMN10221462	1	1	relaxase_type	MOBP1
SAMN10221462	1	1	relaxase_type	MOBQ
SAMN10221462	2	1	virb4	virb4
SAMN10221462	18	18	MPF_type	MPF_G
SAMN10221462	8	6	MPF_type	MPF_T
SAMN10221463	1	1	relaxase_type	MOBF
SAMN10221463	2	1	relaxase_type	MOBP1
SAMN10221463	1	1	relaxase_type	MOBQ
SAMN10221463	1	1	virb4	virb4
SAMN10221463	11	10	MPF_type	MPF_F
SAMN10221463	15	15	MPF_type	MPF_I
SAMN10221463	1	1	MPF_type	MPF_T
SAMN10221467	1	1	relaxase_type	MOBP1
SAMN10221467	1	1	relaxase_type	MOBQ
SAMN10221467	1	1	virb4	virb4
SAMN10221467	7	6	MPF_type	MPF_T
SAMN10221468	1	1	relaxase_type	MOBF
SAMN10221468	1	1	relaxase_type	MOBP1
SAMN10221468	3	1	virb4	virb4
SAMN10221468	11	10	MPF_type	MPF_F
SAMN10221468	12	8	MPF_type	MPF_T
SAMN10221469	2	1	relaxase_type	MOBF
SAMN10221469	18	10	MPF_type	MPF_F
SAMN10221469	1	1	MPF_type	MPF_I
SAMN10221471	1	1	relaxase_type	MOBH
SAMN10221471	2	1	relaxase_type	MOBP1
SAMN10221471	1	1	virb4	virb4
SAMN10221471	10	9	MPF_type	MPF_F
SAMN10221471	15	15	MPF_type	MPF_I
SAMN10221471	1	1	MPF_type	MPF_T
SAMN10221476	1	1	relaxase_type	MOBF
SAMN10221476	1	1	virb4	virb4
SAMN10221476	11	10	MPF_type	MPF_F
SAMN10221477	1	1	relaxase_type	MOBF
SAMN10221477	1	1	virb4	virb4
SAMN10221477	10	10	MPF_type	MPF_F
SAMN10221478	1	1	relaxase_type	MOBF
SAMN10221478	1	1	virb4	virb4
SAMN10221478	11	10	MPF_type	MPF_F
SAMN10221479	1	1	relaxase_type	MOBF
SAMN10221479	1	1	virb4	virb4
SAMN10221479	11	10	MPF_type	MPF_F
SAMN10221480	2	1	relaxase_type	MOBF
SAMN10221480	2	1	relaxase_type	MOBP1
SAMN10221480	3	1	virb4	virb4
SAMN10221480	22	11	MPF_type	MPF_F
SAMN10221480	15	15	MPF_type	MPF_I
SAMN10221480	6	6	MPF_type	MPF_T
SAMN10221482	1	1	relaxase_type	MOBP1
SAMN10221483	1	1	relaxase_type	MOBF
SAMN10221483	1	1	relaxase_type	MOBP1
SAMN10221483	2	1	virb4	virb4
SAMN10221483	11	10	MPF_type	MPF_F
SAMN10221483	6	6	MPF_type	MPF_T
SAMN10221486	1	1	relaxase_type	MOBF
SAMN10221486	3	1	relaxase_type	MOBP1
SAMN10221486	1	1	virb4	virb4
SAMN10221486	10	10	MPF_type	MPF_F
SAMN10221486	15	15	MPF_type	MPF_I
SAMN10221486	1	1	MPF_type	MPF_T
SAMN10221490	1	1	relaxase_type	MOBF
SAMN10221490	1	1	relaxase_type	MOBP1
SAMN10221490	2	1	virb4	virb4
SAMN10221490	11	10	MPF_type	MPF_F
SAMN10221491	1	1	relaxase_type	MOBF
SAMN10221491	1	1	virb4	virb4
SAMN10221491	10	10	MPF_type	MPF_F
SAMN10221512	1	1	relaxase_type	MOBF
SAMN10221512	1	1	relaxase_type	MOBP1
SAMN10221512	1	1	virb4	virb4
SAMN10221512	10	10	MPF_type	MPF_F
SAMN10221526	1	1	relaxase_type	MOBF
SAMN10221526	1	1	relaxase_type	MOBP1
SAMN10221526	1	1	virb4	virb4
SAMN10221526	10	10	MPF_type	MPF_F
SAMN10221526	15	15	MPF_type	MPF_I
SAMN10221528	1	1	relaxase_type	MOBP1
SAMN10221528	1	1	relaxase_type	MOBQ
SAMN10221528	1	1	MPF_type	MPF_I
SAMN10221528	1	1	MPF_type	MPF_T
SAMN10221529	1	1	relaxase_type	MOBF
SAMN10221529	1	1	relaxase_type	MOBP1
SAMN10221529	1	1	virb4	virb4
SAMN10221529	12	10	MPF_type	MPF_F
SAMN10221529	2	2	MPF_type	MPF_T
SAMN10221531	1	1	relaxase_type	MOBF
SAMN10221531	4	4	MPF_type	MPF_F
SAMN10221531	1	1	MPF_type	MPF_T
SAMN10221534	1	1	relaxase_type	MOBF
SAMN10221534	1	1	relaxase_type	MOBH
SAMN10221534	2	1	relaxase_type	MOBP1
SAMN10221534	3	1	virb4	virb4
SAMN10221534	21	12	MPF_type	MPF_F
SAMN10221534	1	1	MPF_type	MPF_G
SAMN10221534	15	15	MPF_type	MPF_I
SAMN10221534	7	6	MPF_type	MPF_T
SAMN10221536	1	1	relaxase_type	MOBF
SAMN10221536	2	1	relaxase_type	MOBQ
SAMN10221536	1	1	virb4	virb4
SAMN10221536	11	10	MPF_type	MPF_F
SAMN10221537	1	1	relaxase_type	MOBQ
SAMN10221537	1	1	virb4	virb4
SAMN10221537	8	6	MPF_type	MPF_T
SAMN10221548	1	1	relaxase_type	MOBF
SAMN10221548	1	1	relaxase_type	MOBP1
SAMN10221548	1	1	relaxase_type	MOBQ
SAMN10221548	1	1	virb4	virb4
SAMN10221548	10	10	MPF_type	MPF_F
SAMN10221548	15	15	MPF_type	MPF_I
SAMN10221549	2	1	relaxase_type	MOBF
SAMN10221549	3	1	virb4	virb4
SAMN10221549	20	11	MPF_type	MPF_F
SAMN10221549	1	1	MPF_type	MPF_T
SAMN10221551	1	1	relaxase_type	MOBF
SAMN10221551	3	1	virb4	virb4
SAMN10221551	10	10	MPF_type	MPF_F
SAMN10221551	7	6	MPF_type	MPF_T
SAMN10221552	1	1	relaxase_type	MOBF
SAMN10221552	1	1	relaxase_type	MOBQ
SAMN10221552	2	1	virb4	virb4
SAMN10221552	13	10	MPF_type	MPF_F
SAMN10221552	21	18	MPF_type	MPF_G
SAMN10221552	1	1	MPF_type	MPF_T
SAMN10221553	1	1	relaxase_type	MOBF
SAMN10221553	1	1	virb4	virb4
SAMN10221553	10	10	MPF_type	MPF_F
SAMN10221557	1	1	relaxase_type	MOBF
SAMN10221557	1	1	relaxase_type	MOBQ
SAMN10221557	1	1	virb4	virb4
SAMN10221557	11	10	MPF_type	MPF_F
SAMN10221579	2	1	relaxase_type	MOBF
SAMN10221579	1	1	relaxase_type	MOBP1
SAMN10221579	1	1	virb4	virb4
SAMN10221579	22	11	MPF_type	MPF_F
SAMN10221579	7	6	MPF_type	MPF_T
SAMN10221580	1	1	relaxase_type	MOBF
SAMN10221580	1	1	virb4	virb4
SAMN10221580	10	10	MPF_type	MPF_F
SAMN10221580	1	1	MPF_type	MPF_T
SAMN10221581	1	1	relaxase_type	MOBF
SAMN10221581	1	1	virb4	virb4
SAMN10221581	10	10	MPF_type	MPF_F
SAMN10221583	1	1	relaxase_type	MOBF
SAMN10221583	2	1	virb4	virb4
SAMN10221583	11	10	MPF_type	MPF_F
SAMN10221583	1	1	MPF_type	MPF_G
SAMN10221583	5	5	MPF_type	MPF_T
SAMN10221586	1	1	relaxase_type	MOBF
SAMN10221586	1	1	relaxase_type	MOBQ
SAMN10221586	2	1	virb4	virb4
SAMN10221586	13	10	MPF_type	MPF_F
SAMN10221586	7	6	MPF_type	MPF_T
SAMN10221588	3	1	relaxase_type	MOBF
SAMN10221588	1	1	relaxase_type	MOBH
SAMN10221588	1	1	relaxase_type	MOBP1
SAMN10221588	1	1	relaxase_type	MOBQ
SAMN10221588	3	1	virb4	virb4
SAMN10221588	29	12	MPF_type	MPF_F
SAMN10221588	15	15	MPF_type	MPF_I
SAMN10221589	1	1	relaxase_type	MOBF
SAMN10221589	2	1	relaxase_type	MOBQ
SAMN10221589	1	1	virb4	virb4
SAMN10221589	10	10	MPF_type	MPF_F
SAMN10221590	1	1	relaxase_type	MOBF
SAMN10221590	3	1	virb4	virb4
SAMN10221590	16	11	MPF_type	MPF_F
SAMN10221590	6	6	MPF_type	MPF_T
SAMN10221593	1	1	relaxase_type	MOBF
SAMN10221593	1	1	relaxase_type	MOBQ
SAMN10221593	1	1	virb4	virb4
SAMN10221593	10	10	MPF_type	MPF_F
SAMN10221594	1	1	relaxase_type	MOBF
SAMN10221594	1	1	relaxase_type	MOBP1
SAMN10221594	1	1	virb4	virb4
SAMN10221594	11	10	MPF_type	MPF_F
SAMN10221597	1	1	virb4	virb4
SAMN10221597	1	1	MPF_type	MPF_F
SAMN10221597	1	1	MPF_type	MPF_T
SAMN10221608	1	1	relaxase_type	MOBF
SAMN10221608	1	1	relaxase_type	MOBP1
SAMN10221608	1	1	relaxase_type	MOBQ
SAMN10221608	1	1	virb4	virb4
SAMN10221608	11	10	MPF_type	MPF_F
SAMN10221608	15	15	MPF_type	MPF_I
SAMN10221608	1	1	MPF_type	MPF_T
SAMN10221610	1	1	MPF_type	MPF_F
SAMN10221612	1	1	relaxase_type	MOBP1
SAMN10221612	1	1	relaxase_type	MOBQ
SAMN10221612	1	1	virb4	virb4
SAMN10221612	7	6	MPF_type	MPF_T
SAMN10221613	3	1	relaxase_type	MOBF
SAMN10221613	4	1	virb4	virb4
SAMN10221613	17	10	MPF_type	MPF_F
SAMN10221613	1	1	MPF_type	MPF_T
SAMN10221615	1	1	relaxase_type	MOBF
SAMN10221615	1	1	virb4	virb4
SAMN10221615	11	10	MPF_type	MPF_F
SAMN10221620	1	1	relaxase_type	MOBF
SAMN10221620	2	1	relaxase_type	MOBP1
SAMN10221620	1	1	virb4	virb4
SAMN10221620	11	10	MPF_type	MPF_F
SAMN10221620	15	15	MPF_type	MPF_I
SAMN10221624	1	1	relaxase_type	MOBP1
SAMN10221624	2	1	relaxase_type	MOBQ
SAMN10221624	2	1	virb4	virb4
SAMN10221624	1	1	MPF_type	MPF_F
SAMN10221624	9	7	MPF_type	MPF_T
SAMN10221625	1	1	relaxase_type	MOBC
SAMN10221625	1	1	relaxase_type	MOBF
SAMN10221625	1	1	virb4	virb4
SAMN10221625	6	6	MPF_type	MPF_F
SAMN10221625	5	5	MPF_type	MPF_T
SAMN10221626	1	1	relaxase_type	MOBF
SAMN10221626	1	1	relaxase_type	MOBP1
SAMN10221626	1	1	virb4	virb4
SAMN10221626	10	10	MPF_type	MPF_F
SAMN10221627	1	1	relaxase_type	MOBF
SAMN10221627	1	1	relaxase_type	MOBH
SAMN10221627	1	1	relaxase_type	MOBP1
SAMN10221627	2	1	virb4	virb4
SAMN10221627	22	12	MPF_type	MPF_F
SAMN10221627	15	15	MPF_type	MPF_I
SAMN10221627	1	1	MPF_type	MPF_T
SAMN10221650	1	1	relaxase_type	MOBF
SAMN10221650	1	1	relaxase_type	MOBP1
SAMN10221650	2	1	virb4	virb4
SAMN10221650	12	10	MPF_type	MPF_F
SAMN10221650	10	6	MPF_type	MPF_T
SAMN10221653	1	1	relaxase_type	MOBP1
SAMN10221654	1	1	relaxase_type	MOBF
SAMN10221654	1	1	relaxase_type	MOBP1
SAMN10221654	1	1	virb4	virb4
SAMN10221654	14	10	MPF_type	MPF_F
SAMN10221654	15	15	MPF_type	MPF_I
SAMN10221655	2	1	MPF_type	MPF_F
SAMN10221656	1	1	relaxase_type	MOBP1
SAMN10221656	2	1	relaxase_type	MOBQ
SAMN10221659	1	1	relaxase_type	MOBC
SAMN10221659	1	1	relaxase_type	MOBF
SAMN10221659	1	1	relaxase_type	MOBQ
SAMN10221659	1	1	virb4	virb4
SAMN10221659	10	10	MPF_type	MPF_F
SAMN10221661	1	1	relaxase_type	MOBH
SAMN10221661	1	1	relaxase_type	MOBP1
SAMN10221661	2	1	virb4	virb4
SAMN10221661	9	9	MPF_type	MPF_F
SAMN10221661	9	8	MPF_type	MPF_T
SAMN10221662	1	1	relaxase_type	MOBF
SAMN10221662	1	1	relaxase_type	MOBH
SAMN10221662	1	1	relaxase_type	MOBP1
SAMN10221662	2	1	virb4	virb4
SAMN10221662	10	10	MPF_type	MPF_F
SAMN10221662	18	18	MPF_type	MPF_G
SAMN10221662	1	1	MPF_type	MPF_I
SAMN10221662	2	2	MPF_type	MPF_T
SAMN10221663	1	1	relaxase_type	MOBF
SAMN10221663	2	1	relaxase_type	MOBP1
SAMN10221663	2	1	virb4	virb4
SAMN10221663	12	10	MPF_type	MPF_F
SAMN10221663	15	15	MPF_type	MPF_I
SAMN10221663	6	6	MPF_type	MPF_T
SAMN10221665	1	1	relaxase_type	MOBF
SAMN10221665	2	1	virb4	virb4
SAMN10221665	11	10	MPF_type	MPF_F
SAMN10221665	7	6	MPF_type	MPF_T
SAMN10221666	1	1	relaxase_type	MOBP1
SAMN10221666	4	1	MPF_type	MPF_F
SAMN10221666	5	5	MPF_type	MPF_I
SAMN10221666	1	1	MPF_type	MPF_T
SAMN10221667	1	1	relaxase_type	MOBF
SAMN10221667	1	1	relaxase_type	MOBH
SAMN10221667	2	1	virb4	virb4
SAMN10221667	22	12	MPF_type	MPF_F
